age_bracket,Legislative,Party,Count,voted_2024,voted_2020
51-64,22,REP,695,390,368
51-64,22,UNA,1336,723,732
51-64,23,DEM,8617,6638,6821
51-64,23,OTH,306,134,144
51-64,23,REP,1491,1009,1026
51-64,23,UNA,2074,1387,1404
51-64,24,DEM,8217,5257,5437
51-64,24,OTH,297,83,91
51-64,24,REP,661,356,356
51-64,24,UNA,1512,829,862
51-64,25,DEM,8888,5874,6104
51-64,25,OTH,276,72,72
51-64,25,REP,583,300,303
51-64,25,UNA,1428,787,776
51-64,26,DEM,8439,5432,5637
51-64,26,OTH,302,85,85
51-64,26,REP,751,405,395
51-64,26,UNA,1644,823,866
51-64,27A,DEM,2866,2227,2243
51-64,27A,OTH,64,22,26
51-64,27A,REP,723,548,548
51-64,27A,UNA,702,442,439
51-64,27B,DEM,2225,1691,1670
51-64,27B,OTH,103,50,41
51-64,27B,REP,1409,1162,1062
51-64,27B,UNA,858,614,553
51-64,27C,DEM,1162,904,866
51-64,27C,OTH,63,45,38
51-64,27C,REP,2323,2009,1805
51-64,27C,UNA,829,648,582
51-64,28,DEM,7184,5603,5632
51-64,28,OTH,150,94,90
51-64,28,REP,3170,2538,2510
51-64,28,UNA,2287,1583,1534
51-64,29A,DEM,961,681,672
51-64,29A,OTH,63,40,42
51-64,29A,REP,2408,2072,1948
51-64,29A,UNA,778,586,525
51-64,29B,DEM,970,687,699
51-64,29B,OTH,52,36,34
51-64,29B,REP,1257,1006,987
51-64,29B,UNA,666,458,445
51-64,29C,DEM,950,780,710
51-64,29C,OTH,52,38,35
51-64,29C,REP,2400,2078,1907
51-64,29C,UNA,866,662,587
51-64,30A,DEM,2303,1819,1757
51-64,30A,OTH,101,70,56
51-64,30A,REP,2377,1933,1864
51-64,30A,UNA,1631,1193,1158
51-64,30B,DEM,954,763,727
51-64,30B,OTH,49,35,32
51-64,30B,REP,2071,1745,1715
51-64,30B,UNA,925,696,665
51-64,31,DEM,2959,2274,2277
51-64,31,OTH,169,117,107
51-64,31,REP,5992,4954,4939
51-64,31,UNA,2597,1909,1857
51-64,32,DEM,4066,2893,2900
51-64,32,OTH,145,80,75
51-64,32,REP,2732,2042,2043
51-64,32,UNA,2112,1365,1364
51-64,33A,DEM,1167,935,932
51-64,33A,OTH,47,39,35
51-64,33A,REP,1024,829,831
51-64,33A,UNA,854,628,609
51-64,33B,DEM,1165,988,965
51-64,33B,OTH,70,49,47
51-64,33B,REP,1999,1700,1676
51-64,33B,UNA,1105,882,855
51-64,33C,DEM,1063,919,895
51-64,33C,OTH,55,44,41
51-64,33C,REP,1781,1510,1511
51-64,33C,UNA,1027,810,796
51-64,34A,DEM,2795,2040,2093
51-64,34A,OTH,148,77,76
51-64,34A,REP,2538,2014,1972
51-64,34A,UNA,1425,951,917
51-64,34B,DEM,909,708,722
51-64,34B,OTH,55,41,42
51-64,34B,REP,1999,1724,1704
51-64,34B,UNA,831,626,611
51-64,35A,DEM,1341,1100,1091
51-64,35A,OTH,107,73,74
51-64,35A,REP,5346,4746,4653
51-64,35A,UNA,1604,1247,1224
51-64,35B,DEM,815,548,496
51-64,35B,OTH,73,50,44
51-64,35B,REP,2399,2001,1787
51-64,35B,UNA,739,471,397
51-64,36,DEM,1951,1372,1254
51-64,36,OTH,137,74,75
51-64,36,REP,4451,3697,3351
51-64,36,UNA,1635,1074,979
51-64,37A,DEM,1469,820,829
51-64,37A,OTH,58,23,24
51-64,37A,REP,820,600,591
51-64,37A,UNA,499,254,252
51-64,37B,DEM,1915,1443,1349
51-64,37B,OTH,121,79,73
51-64,37B,REP,4269,3641,3457
51-64,37B,UNA,1431,986,940
51-64,38A,DEM,1075,703,717
51-64,38A,OTH,62,40,31
51-64,38A,REP,1947,1605,1531
51-64,38A,UNA,581,368,339
51-64,38B,DEM,976,661,623
51-64,38B,OTH,37,22,19
51-64,38B,REP,1008,799,749
51-64,38B,UNA,501,327,313
51-64,38C,DEM,876,615,602
51-64,38C,OTH,106,71,56
51-64,38C,REP,2763,2248,2120
51-64,38C,UNA,969,685,620
51-64,39,DEM,4474,3379,3394
51-64,39,OTH,142,83,73
51-64,39,REP,1807,1357,1329
51-64,39,UNA,2690,1852,1793
51-64,40,DEM,6804,3222,3374
51-64,40,OTH,187,67,61
51-64,40,REP,800,334,342
51-64,40,UNA,1291,521,487
51-64,41,DEM,6754,4097,4224
51-64,41,OTH,126,49,50
51-64,41,REP,781,429,425
51-64,41,UNA,1211,549,556
51-64,42A,DEM,888,757,751
51-64,42A,OTH,58,42,41
51-64,42A,REP,2201,1919,1928
51-64,42A,UNA,854,692,697
51-64,42B,DEM,1102,860,844
51-64,42B,OTH,47,31,28
51-64,42B,REP,1029,858,838
51-64,42B,UNA,650,485,467
51-64,42C,DEM,615,507,489
51-64,42C,OTH,57,37,31
51-64,42C,REP,2773,2380,2375
51-64,42C,UNA,761,588,574
51-64,43A,DEM,4289,2521,2586
51-64,43A,OTH,98,41,32
51-64,43A,REP,372,175,166
51-64,43A,UNA,800,360,376
51-64,43B,DEM,1169,953,966
51-64,43B,OTH,40,31,31
51-64,43B,REP,563,441,440
51-64,43B,UNA,515,383,384
51-64,44A,DEM,1033,701,701
51-64,44A,OTH,55,31,30
51-64,44A,REP,796,576,559
51-64,44A,UNA,532,317,317
51-64,44B,DEM,3824,2748,2767
51-64,44B,OTH,113,52,51
51-64,44B,REP,1106,838,792
51-64,44B,UNA,1120,694,681
51-64,45,DEM,6507,3515,3587
51-64,45,OTH,163,63,66
51-64,45,REP,880,410,410
51-64,45,UNA,1135,475,493
51-64,46,DEM,3903,2154,2133
51-64,46,OTH,140,50,53
51-64,46,REP,1179,596,581
51-64,46,UNA,1368,605,553
51-64,47A,DEM,3364,1931,1961
51-64,47A,OTH,168,58,49
51-64,47A,REP,348,187,177
51-64,47A,UNA,719,350,312
51-64,47B,DEM,918,529,515
51-64,47B,OTH,59,12,12
51-64,47B,REP,145,70,57
51-64,47B,UNA,242,112,102
65+,36,DEM,2028,1707,1647
65+,36,OTH,46,36,33
65+,36,REP,2355,2049,2048
65+,36,UNA,584,469,432
65+,01A,DEM,1326,1051,1039
65+,01A,OTH,39,29,29
65+,01A,REP,3233,2713,2705
65+,01A,UNA,369,295,259
65+,01B,DEM,1913,1445,1446
65+,01B,OTH,48,32,34
65+,01B,REP,2946,2414,2416
65+,01B,UNA,496,340,319
65+,01C,DEM,1499,1159,1140
65+,01C,OTH,36,20,23
65+,01C,REP,2732,2320,2266
65+,01C,UNA,513,343,329
65+,02A,DEM,3233,2605,2575
65+,02A,OTH,80,59,59
65+,02A,REP,4524,3895,3764
65+,02A,UNA,1119,827,781
65+,02B,DEM,1465,1113,1111
65+,02B,OTH,20,12,10
65+,02B,REP,1201,937,929
65+,02B,UNA,419,262,266
65+,03,DEM,5883,4809,4723
65+,03,OTH,78,56,51
65+,03,REP,3250,2536,2564
65+,03,UNA,1618,1140,1104
65+,04,DEM,5266,4478,4427
65+,04,OTH,76,50,53
65+,04,REP,5645,4840,4823
65+,04,UNA,1890,1488,1435
65+,05,DEM,4854,4066,4135
65+,05,OTH,116,80,87
65+,05,REP,6979,6024,6119
65+,05,UNA,1692,1261,1265
65+,06,DEM,5535,3792,4051
65+,06,OTH,119,75,74
65+,06,REP,4023,3245,3292
65+,06,UNA,1130,669,650
65+,07A,DEM,4838,3940,4047
65+,07A,OTH,92,65,71
65+,07A,REP,4529,3893,3974
65+,07A,UNA,1111,841,812
65+,07B,DEM,1879,1600,1633
65+,07B,OTH,64,45,49
65+,07B,REP,2654,2340,2367
65+,07B,UNA,577,471,455
65+,08,DEM,6139,4728,4881
65+,08,OTH,102,61,68
65+,08,REP,3179,2524,2592
65+,08,UNA,1105,724,743
65+,09A,DEM,3965,3348,3357
65+,09A,OTH,87,61,63
65+,09A,REP,2861,2414,2480
65+,09A,UNA,1330,1003,989
65+,09B,DEM,2549,2166,2183
65+,09B,OTH,46,35,35
65+,09B,REP,1170,942,975
65+,09B,UNA,722,539,537
65+,10,DEM,9063,7586,7847
65+,10,OTH,114,80,93
65+,10,REP,2006,1623,1697
65+,10,UNA,1040,732,757
65+,11A,DEM,2863,2387,2436
65+,11A,OTH,42,28,37
65+,11A,REP,483,362,388
65+,11A,UNA,345,231,231
65+,11B,DEM,7890,6834,6975
65+,11B,OTH,116,89,95
65+,11B,REP,2950,2442,2518
65+,11B,UNA,1239,942,950
65+,12A,DEM,5133,4313,4362
65+,12A,OTH,80,59,62
65+,12A,REP,1446,1147,1174
65+,12A,UNA,1044,780,755
65+,12B,DEM,1956,1403,1464
65+,12B,OTH,32,12,16
65+,12B,REP,1118,818,869
65+,12B,UNA,456,270,278
65+,13,DEM,6412,5312,5387
65+,13,OTH,88,57,57
65+,13,REP,2074,1659,1724
65+,13,UNA,1572,1132,1134
65+,14,DEM,8923,7452,7557
65+,14,OTH,111,64,76
65+,14,REP,2894,2281,2378
65+,14,UNA,1941,1345,1396
65+,15,DEM,7119,5833,5966
65+,15,OTH,142,81,95
65+,15,REP,2421,1827,1927
65+,15,UNA,2432,1583,1692
65+,16,DEM,11440,9913,9715
65+,16,OTH,136,88,98
65+,16,REP,2357,1802,1827
65+,16,UNA,2580,1884,1871
65+,17,DEM,7920,6314,6352
65+,17,OTH,117,76,71
65+,17,REP,1979,1397,1469
65+,17,UNA,2111,1316,1390
65+,18,DEM,8351,6778,6767
65+,18,OTH,102,64,72
65+,18,REP,1538,1122,1174
65+,18,UNA,1548,1034,1059
65+,19,DEM,10426,8494,8495
65+,19,OTH,132,83,96
65+,19,REP,2680,2036,2072
65+,19,UNA,2288,1553,1561
65+,20,DEM,7912,6384,6419
65+,20,OTH,71,35,44
65+,20,REP,922,629,655
65+,20,UNA,1149,739,753
65+,21,DEM,7431,5638,5702
65+,21,OTH,199,86,91
65+,21,REP,1805,1275,1352
65+,21,UNA,1211,796,798
65+,22,DEM,7646,5541,5823
65+,22,OTH,185,64,77
65+,22,REP,768,503,509
65+,22,UNA,773,485,499
65+,23,DEM,10946,8684,8959
65+,23,OTH,234,109,112
65+,23,REP,1737,1228,1351
65+,23,UNA,1057,699,722
65+,24,DEM,13433,10042,10413
65+,24,OTH,228,74,82
65+,24,REP,684,423,462
65+,24,UNA,729,396,417
65+,25,DEM,13466,10087,10591
65+,25,OTH,182,52,55
65+,25,REP,569,338,380
65+,25,UNA,564,307,337
65+,26,DEM,14196,10585,11176
65+,26,OTH,232,72,84
65+,26,REP,947,566,605
65+,26,UNA,805,446,476
65+,27A,DEM,2835,2199,2254
65+,27A,OTH,42,17,19
65+,27A,REP,667,504,520
65+,27A,UNA,284,184,185
65+,27B,DEM,3062,2432,2449
65+,27B,OTH,67,33,37
65+,27B,REP,1360,1068,1077
65+,27B,UNA,468,366,339
65+,27C,DEM,2066,1753,1739
65+,27C,OTH,26,19,23
65+,27C,REP,1774,1542,1482
65+,27C,UNA,458,359,329
65+,28,DEM,7839,6256,6396
65+,28,OTH,71,36,40
65+,28,REP,2989,2432,2494
65+,28,UNA,1129,763,763
65+,29A,DEM,1736,1387,1400
65+,29A,OTH,33,22,20
65+,29A,REP,1883,1620,1582
65+,29A,UNA,439,319,315
65+,29B,DEM,1443,1118,1173
65+,29B,OTH,28,16,16
65+,29B,REP,910,744,746
65+,29B,UNA,352,247,232
65+,29C,DEM,1927,1623,1581
65+,29C,OTH,41,29,24
65+,29C,REP,1873,1593,1502
65+,29C,UNA,580,432,391
65+,30A,DEM,6215,5387,5351
65+,30A,OTH,76,56,60
65+,30A,REP,3083,2560,2648
65+,30A,UNA,1567,1284,1231
65+,30B,DEM,2253,1899,1930
65+,30B,OTH,50,38,35
65+,30B,REP,1882,1585,1607
65+,30B,UNA,693,545,532
65+,31,DEM,4973,3981,4059
65+,31,OTH,82,57,57
65+,31,REP,5396,4495,4591
65+,31,UNA,1588,1187,1188
65+,32,DEM,5122,3899,4025
65+,32,OTH,88,54,57
65+,32,REP,2688,2087,2174
65+,32,UNA,1188,749,774
65+,33A,DEM,1702,1390,1391
65+,33A,OTH,30,19,19
65+,33A,REP,950,766,785
65+,33A,UNA,514,379,383
65+,33B,DEM,2099,1828,1857
65+,33B,OTH,28,20,19
65+,33B,REP,1965,1672,1721
65+,33B,UNA,645,534,536
65+,33C,DEM,2223,1932,1952
65+,33C,OTH,38,27,27
65+,33C,REP,1733,1487,1514
65+,33C,UNA,653,535,519
65+,34A,DEM,3978,3184,3257
65+,34A,OTH,82,54,49
65+,34A,REP,2538,2108,2129
65+,34A,UNA,972,705,677
65+,34B,DEM,1976,1628,1645
65+,34B,OTH,40,30,28
65+,34B,REP,2287,1996,2018
65+,34B,UNA,607,476,474
65+,35A,DEM,3233,2745,2808
65+,35A,OTH,80,61,58
65+,35A,REP,5316,4723,4769
65+,35A,UNA,1120,898,905
65+,35B,DEM,1426,1068,1033
65+,35B,OTH,38,27,27
65+,35B,REP,2105,1779,1685
65+,35B,UNA,512,359,337
65+,36,DEM,4691,3805,3721
65+,36,OTH,101,68,65
65+,36,REP,4577,3885,3766
65+,36,UNA,1409,1029,956
65+,37A,DEM,2596,1920,1986
65+,37A,OTH,29,14,19
65+,37A,REP,990,786,808
65+,37A,UNA,354,188,205
65+,37B,DEM,5601,4635,4668
65+,37B,OTH,107,79,79
65+,37B,REP,5720,4967,4973
65+,37B,UNA,1553,1209,1132
65+,38A,DEM,2499,1959,2035
65+,38A,OTH,60,43,41
65+,38A,REP,2338,1995,1985
65+,38A,UNA,527,387,361
65+,38B,DEM,1988,1612,1628
65+,38B,OTH,41,28,27
65+,38B,REP,1758,1485,1484
65+,38B,UNA,513,375,345
65+,38C,DEM,2788,2282,2256
65+,38C,OTH,93,72,73
65+,38C,REP,3704,3121,3155
65+,38C,UNA,954,721,712
65+,39,DEM,5850,4516,4641
65+,39,OTH,116,66,61
65+,39,REP,1737,1277,1313
65+,39,UNA,1584,1006,1007
65+,40,DEM,9288,5707,6278
65+,40,OTH,50,22,21
65+,40,REP,534,285,304
65+,40,UNA,502,202,228
65+,41,DEM,13165,9677,10213
65+,41,OTH,63,31,35
65+,41,REP,878,568,589
65+,41,UNA,764,398,411
65+,42A,DEM,2533,2237,2255
65+,42A,OTH,73,54,55
65+,42A,REP,2506,2173,2254
65+,42A,UNA,739,606,604
65+,42B,DEM,2292,1916,1990
65+,42B,OTH,50,36,38
65+,42B,REP,1476,1222,1287
65+,42B,UNA,499,376,394
65+,42C,DEM,1458,1233,1241
65+,42C,OTH,36,29,28
65+,42C,REP,2602,2267,2288
65+,42C,UNA,575,441,427
65+,43A,DEM,8025,5965,6288
65+,43A,OTH,43,22,21
65+,43A,REP,353,213,224
65+,43A,UNA,445,257,267
65+,43B,DEM,2424,2047,2104
65+,43B,OTH,36,26,26
65+,43B,REP,728,575,613
65+,43B,UNA,341,245,261
65+,44A,DEM,2286,1852,1887
65+,44A,OTH,66,39,48
65+,44A,REP,1164,922,933
65+,44A,UNA,402,267,268
65+,44B,DEM,7247,6019,6295
65+,44B,OTH,63,48,49
65+,44B,REP,1196,974,1012
65+,44B,UNA,611,396,411
65+,45,DEM,9908,6725,7241
65+,45,OTH,63,34,31
65+,45,REP,775,458,500
65+,45,UNA,503,244,254
65+,46,DEM,5006,3085,3206
65+,46,OTH,49,20,20
65+,46,REP,830,495,532
65+,46,UNA,526,266,271
65+,47A,DEM,5559,3829,4118
65+,47A,OTH,109,37,37
65+,47A,REP,313,193,208
65+,47A,UNA,325,179,200
65+,47B,DEM,1502,1035,1093
65+,47B,OTH,49,9,10
65+,47B,REP,143,79,84
65+,47B,UNA,147,84,67
65+,36,DEM,1352,1136,1090
65+,36,OTH,44,30,31
65+,36,REP,2331,2048,2029
65+,36,UNA,683,563,514
65+,01A,DEM,876,715,693
65+,01A,OTH,38,30,29
65+,01A,REP,2884,2501,2443
65+,01A,UNA,443,353,323
65+,01B,DEM,1221,978,946
65+,01B,OTH,52,35,33
65+,01B,REP,2427,2089,1987
65+,01B,UNA,540,395,377
65+,01C,DEM,968,752,740
65+,01C,OTH,35,20,23
65+,01C,REP,2405,2118,2032
65+,01C,UNA,523,385,359
65+,02A,DEM,2200,1850,1774
65+,02A,OTH,65,48,46
65+,02A,REP,4171,3660,3497
65+,02A,UNA,1190,953,896
65+,02B,DEM,970,719,700
65+,02B,OTH,30,13,13
65+,02B,REP,975,764,724
65+,02B,UNA,390,260,244
65+,03,DEM,3570,2947,2840
65+,03,OTH,63,46,42
65+,03,REP,2760,2193,2213
65+,03,UNA,1543,1150,1110
65+,04,DEM,3534,3053,2974
65+,04,OTH,81,56,52
65+,04,REP,5733,4990,4956
65+,04,UNA,2217,1798,1738
65+,05,DEM,3080,2646,2674
65+,05,OTH,135,103,105
65+,05,REP,6120,5392,5420
65+,05,UNA,1739,1422,1411
65+,06,DEM,3663,2653,2717
65+,06,OTH,115,75,69
65+,06,REP,3688,2965,2967
65+,06,UNA,1213,776,790
65+,07A,DEM,3093,2569,2597
65+,07A,OTH,107,84,85
65+,07A,REP,3852,3387,3366
65+,07A,UNA,1172,940,907
65+,07B,DEM,1220,1070,1079
65+,07B,OTH,45,40,37
65+,07B,REP,2462,2231,2238
65+,07B,UNA,644,546,549
65+,08,DEM,3794,2887,2952
65+,08,OTH,117,83,81
65+,08,REP,2735,2191,2195
65+,08,UNA,1129,798,780
65+,09A,DEM,2998,2510,2565
65+,09A,OTH,86,67,71
65+,09A,REP,2969,2582,2660
65+,09A,UNA,1661,1333,1312
65+,09B,DEM,1662,1423,1445
65+,09B,OTH,48,32,30
65+,09B,REP,1060,908,928
65+,09B,UNA,755,578,580
65+,10,DEM,5691,4731,4865
65+,10,OTH,116,77,84
65+,10,REP,1923,1582,1606
65+,10,UNA,1212,896,907
65+,11A,DEM,1543,1299,1320
65+,11A,OTH,29,22,21
65+,11A,REP,494,410,421
65+,11A,UNA,363,261,256
65+,11B,DEM,4925,4337,4297
65+,11B,OTH,127,99,96
65+,11B,REP,2504,2125,2164
65+,11B,UNA,1336,1037,1047
65+,12A,DEM,3184,2692,2733
65+,12A,OTH,78,54,57
65+,12A,REP,1391,1142,1185
65+,12A,UNA,1214,949,953
65+,12B,DEM,1249,860,900
65+,12B,OTH,38,17,20
65+,12B,REP,983,753,763
65+,12B,UNA,412,258,265
65+,13,DEM,4376,3671,3725
65+,13,OTH,100,71,68
65+,13,REP,2197,1834,1844
65+,13,UNA,1786,1363,1347
65+,14,DEM,6256,5276,5357
65+,14,OTH,110,79,80
65+,14,REP,3002,2500,2540
65+,14,UNA,2359,1737,1780
65+,15,DEM,5334,4461,4570
65+,15,OTH,125,76,88
65+,15,REP,2622,2084,2151
65+,15,UNA,2737,1913,2036
65+,16,DEM,7841,6855,6760
65+,16,OTH,122,86,91
65+,16,REP,2181,1701,1750
65+,16,UNA,2866,2193,2137
65+,17,DEM,4996,4041,4020
65+,17,OTH,104,60,69
65+,17,REP,1798,1315,1370
65+,17,UNA,2195,1482,1495
65+,18,DEM,5737,4707,4736
65+,18,OTH,118,72,73
65+,18,REP,1555,1166,1201
65+,18,UNA,1741,1249,1244
65+,19,DEM,6449,5212,5167
65+,19,OTH,133,80,90
65+,19,REP,2445,1913,1919
65+,19,UNA,2346,1663,1676
65+,20,DEM,5366,4325,4332
65+,20,OTH,78,42,47
65+,20,REP,956,672,687
65+,20,UNA,1372,934,946
65+,21,DEM,4543,3366,3370
65+,21,OTH,255,110,119
65+,21,REP,1736,1220,1270
65+,21,UNA,1312,874,892
65+,22,DEM,5149,3504,3675
65+,22,OTH,250,87,108
65+,22,REP,827,544,550
65+,22,UNA,908,568,579
65+,23,DEM,7083,5528,5748
65+,23,OTH,251,109,113
65+,23,REP,1637,1172,1244
65+,23,UNA,1164,840,851
65+,24,DEM,8439,5767,6082
65+,24,OTH,247,70,77
65+,24,REP,652,386,427
65+,24,UNA,876,516,527
65+,25,DEM,8230,5800,6082
65+,25,OTH,171,42,54
65+,25,REP,553,291,320
65+,25,UNA,682,386,428
65+,26,DEM,9331,6560,6922
65+,26,OTH,276,84,91
65+,26,REP,868,535,573
65+,26,UNA,939,579,620
65+,27A,DEM,1914,1456,1512
65+,27A,OTH,41,27,23
65+,27A,REP,689,545,555
65+,27A,UNA,383,260,254
65+,27B,DEM,2174,1677,1684
65+,27B,OTH,72,39,41
65+,27B,REP,1203,987,934
65+,27B,UNA,545,417,403
65+,27C,DEM,1452,1197,1169
65+,27C,OTH,47,34,32
65+,27C,REP,1797,1579,1508
65+,27C,UNA,547,443,416
65+,28,DEM,4893,3910,3968
65+,28,OTH,101,70,74
65+,28,REP,2834,2341,2363
65+,28,UNA,1256,932,937
65+,29A,DEM,1313,1069,1035
65+,29A,OTH,33,24,18
65+,29A,REP,1850,1624,1546
65+,29A,UNA,467,358,352
65+,29B,DEM,921,729,727
65+,29B,OTH,27,24,22
65+,29B,REP,914,774,779
65+,29B,UNA,347,259,248
65+,29C,DEM,1349,1130,1081
65+,29C,OTH,42,28,30
65+,29C,REP,1854,1623,1526
65+,29C,UNA,640,519,460
65+,30A,DEM,3857,3274,3261
65+,30A,OTH,72,54,50
65+,30A,REP,2787,2359,2360
65+,30A,UNA,1618,1327,1294
65+,30B,DEM,1548,1325,1299
65+,30B,OTH,41,31,34
65+,30B,REP,1926,1641,1642
65+,30B,UNA,750,588,581
65+,31,DEM,3410,2704,2773
65+,31,OTH,89,59,58
65+,31,REP,5024,4275,4330
65+,31,UNA,1767,1376,1402
65+,32,DEM,3402,2545,2684
65+,32,OTH,86,47,51
65+,32,REP,2545,1997,2086
65+,32,UNA,1278,870,919
65+,33A,DEM,908,719,719
65+,33A,OTH,24,17,18
65+,33A,REP,760,615,637
65+,33A,UNA,443,320,325
65+,33B,DEM,1457,1262,1289
65+,33B,OTH,40,34,33
65+,33B,REP,1986,1682,1715
65+,33B,UNA,852,723,735
65+,33C,DEM,1452,1277,1282
65+,33C,OTH,38,29,32
65+,33C,REP,1656,1457,1481
65+,33C,UNA,739,605,608
65+,34A,DEM,2567,2081,2093
65+,34A,OTH,74,50,52
65+,34A,REP,2322,1979,1968
65+,34A,UNA,1044,823,786
65+,34B,DEM,1195,993,1012
65+,34B,OTH,35,31,31
65+,34B,REP,1888,1676,1669
65+,34B,UNA,593,491,479
65+,35A,DEM,2210,1893,1932
65+,35A,OTH,74,62,62
65+,35A,REP,4810,4368,4381
65+,35A,UNA,1196,1029,1008
65+,35B,DEM,1053,791,733
65+,35B,OTH,47,31,29
65+,35B,REP,1967,1720,1583
65+,35B,UNA,559,409,364
65+,36,DEM,3146,2565,2454
65+,36,OTH,99,72,68
65+,36,REP,4326,3769,3575
65+,36,UNA,1439,1120,1006
65+,37A,DEM,1652,1137,1182
65+,37A,OTH,18,8,10
65+,37A,REP,843,696,685
65+,37A,UNA,313,179,166
65+,37B,DEM,3696,3135,3073
65+,37B,OTH,113,81,86
65+,37B,REP,5426,4795,4705
65+,37B,UNA,1680,1349,1270
65+,38A,DEM,1624,1220,1248
65+,38A,OTH,51,33,35
65+,38A,REP,2181,1897,1869
65+,38A,UNA,593,430,409
65+,38B,DEM,1258,992,989
65+,38B,OTH,32,24,25
65+,38B,REP,1351,1169,1146
65+,38B,UNA,458,351,330
65+,38C,DEM,1818,1485,1462
65+,38C,OTH,99,73,69
65+,38C,REP,3478,2948,2939
65+,38C,UNA,1091,848,851
65+,39,DEM,4054,3113,3194
65+,39,OTH,111,76,77
65+,39,REP,1808,1335,1356
65+,39,UNA,1840,1221,1278
65+,40,DEM,6429,3460,3695
65+,40,OTH,70,33,28
65+,40,REP,587,291,288
65+,40,UNA,675,293,308
65+,41,DEM,7824,5345,5556
65+,41,OTH,72,36,39
65+,41,REP,881,581,558
65+,41,UNA,858,459,456
65+,42A,DEM,1754,1557,1590
65+,42A,OTH,79,67,67
65+,42A,REP,2416,2161,2190
65+,42A,UNA,816,686,695
65+,42B,DEM,1469,1268,1276
65+,42B,OTH,46,33,33
65+,42B,REP,1260,1093,1095
65+,42B,UNA,564,431,447
65+,42C,DEM,1017,861,869
65+,42C,OTH,50,43,41
65+,42C,REP,2467,2212,2208
65+,42C,UNA,569,468,461
65+,43A,DEM,4868,3292,3429
65+,43A,OTH,55,28,27
65+,43A,REP,365,205,220
65+,43A,UNA,509,280,297
65+,43B,DEM,1412,1209,1234
65+,43B,OTH,24,16,17
65+,43B,REP,605,516,530
65+,43B,UNA,338,263,260
65+,44A,DEM,1363,1088,1088
65+,44A,OTH,36,23,25
65+,44A,REP,948,761,766
65+,44A,UNA,408,284,277
65+,44B,DEM,4500,3622,3723
65+,44B,OTH,85,52,54
65+,44B,REP,1102,863,897
65+,44B,UNA,738,503,518
65+,45,DEM,6195,3793,3987
65+,45,OTH,71,33,29
65+,45,REP,758,458,451
65+,45,UNA,669,332,338
65+,46,DEM,3852,2291,2342
65+,46,OTH,56,29,31
65+,46,REP,893,524,549
65+,46,UNA,739,349,348
65+,47A,DEM,3728,2287,2466
65+,47A,OTH,139,46,50
65+,47A,REP,326,198,201
65+,47A,UNA,440,236,250
65+,47B,DEM,1096,674,720
65+,47B,OTH,65,23,24
65+,47B,REP,158,95,97
65+,47B,UNA,178,89,89
