age_bracket,Legislative,Party,Count,voted_2024
18-24,36,DEM,454,274
18-24,36,OTH,33,14
18-24,36,REP,576,360
18-24,36,UNA,568,227
18-24,01A,DEM,308,202
18-24,01A,OTH,43,17
18-24,01A,REP,769,431
18-24,01A,UNA,421,178
18-24,01B,DEM,419,254
18-24,01B,OTH,49,25
18-24,01B,REP,544,321
18-24,01B,UNA,558,226
18-24,01C,DEM,350,197
18-24,01C,OTH,52,19
18-24,01C,REP,648,419
18-24,01C,UNA,567,238
18-24,02A,DEM,1112,678
18-24,02A,OTH,87,41
18-24,02A,REP,1072,668
18-24,02A,UNA,1329,595
18-24,02B,DEM,691,344
18-24,02B,OTH,61,20
18-24,02B,REP,223,98
18-24,02B,UNA,676,214
18-24,03,DEM,2779,1701
18-24,03,OTH,141,61
18-24,03,REP,581,333
18-24,03,UNA,2050,912
18-24,04,DEM,2216,1412
18-24,04,OTH,126,48
18-24,04,REP,1614,1015
18-24,04,UNA,2341,1077
18-24,05,DEM,1807,1189
18-24,05,OTH,99,39
18-24,05,REP,1839,1197
18-24,05,UNA,2123,1009
18-24,06,DEM,1921,1049
18-24,06,OTH,182,57
18-24,06,REP,729,451
18-24,06,UNA,1704,622
18-24,07A,DEM,1408,907
18-24,07A,OTH,72,26
18-24,07A,REP,701,447
18-24,07A,UNA,1128,535
18-24,07B,DEM,547,319
18-24,07B,OTH,46,16
18-24,07B,REP,578,370
18-24,07B,UNA,682,320
18-24,08,DEM,2801,1726
18-24,08,OTH,135,47
18-24,08,REP,487,304
18-24,08,UNA,1434,620
18-24,09A,DEM,2280,1448
18-24,09A,OTH,66,24
18-24,09A,REP,780,472
18-24,09A,UNA,1790,795
18-24,09B,DEM,1133,735
18-24,09B,OTH,26,12
18-24,09B,REP,156,94
18-24,09B,UNA,684,330
18-24,10,DEM,3418,2165
18-24,10,OTH,130,43
18-24,10,REP,344,197
18-24,10,UNA,1244,596
18-24,11A,DEM,1119,722
18-24,11A,OTH,35,10
18-24,11A,REP,119,70
18-24,11A,UNA,434,206
18-24,11B,DEM,1907,1215
18-24,11B,OTH,55,29
18-24,11B,REP,615,351
18-24,11B,UNA,956,428
18-24,12A,DEM,2099,1377
18-24,12A,OTH,81,34
18-24,12A,REP,305,183
18-24,12A,UNA,1209,592
18-24,12B,DEM,748,427
18-24,12B,OTH,59,24
18-24,12B,REP,216,137
18-24,12B,UNA,514,208
18-24,13,DEM,3342,2187
18-24,13,OTH,121,51
18-24,13,REP,372,216
18-24,13,UNA,1802,872
18-24,14,DEM,3290,2185
18-24,14,OTH,140,59
18-24,14,REP,561,354
18-24,14,UNA,1936,951
18-24,15,DEM,3792,2263
18-24,15,OTH,99,39
18-24,15,REP,476,259
18-24,15,UNA,2299,952
18-24,16,DEM,3773,2260
18-24,16,OTH,61,28
18-24,16,REP,433,251
18-24,16,UNA,1568,622
18-24,17,DEM,2719,1677
18-24,17,OTH,84,41
18-24,17,REP,288,163
18-24,17,UNA,1488,657
18-24,18,DEM,3278,1985
18-24,18,OTH,100,41
18-24,18,REP,310,177
18-24,18,UNA,1345,628
18-24,19,DEM,2739,1742
18-24,19,OTH,107,36
18-24,19,REP,352,201
18-24,19,UNA,1503,729
18-24,20,DEM,2936,1864
18-24,20,OTH,82,28
18-24,20,REP,142,73
18-24,20,UNA,1092,509
18-24,21,DEM,2925,1953
18-24,21,OTH,111,55
18-24,21,REP,284,186
18-24,21,UNA,1422,683
18-24,22,DEM,2923,1728
18-24,22,OTH,131,43
18-24,22,REP,166,93
18-24,22,UNA,1266,513
18-24,23,DEM,4163,2739
18-24,23,OTH,118,48
18-24,23,REP,220,130
18-24,23,UNA,1454,696
18-24,24,DEM,3820,2324
18-24,24,OTH,163,64
18-24,24,REP,139,58
18-24,24,UNA,1297,540
18-24,25,DEM,3652,2163
18-24,25,OTH,114,39
18-24,25,REP,91,36
18-24,25,UNA,1172,499
18-24,26,DEM,3174,1855
18-24,26,OTH,98,29
18-24,26,REP,123,49
18-24,26,UNA,1036,396
18-24,27A,DEM,1312,760
18-24,27A,OTH,37,16
18-24,27A,REP,127,72
18-24,27A,UNA,505,223
18-24,27B,DEM,1107,707
18-24,27B,OTH,33,7
18-24,27B,REP,329,208
18-24,27B,UNA,683,294
18-24,27C,DEM,718,459
18-24,27C,OTH,54,16
18-24,27C,REP,642,412
18-24,27C,UNA,746,360
18-24,28,DEM,4034,2508
18-24,28,OTH,107,44
18-24,28,REP,684,421
18-24,28,UNA,1862,854
18-24,29A,DEM,469,286
18-24,29A,OTH,39,18
18-24,29A,REP,769,505
18-24,29A,UNA,661,324
18-24,29B,DEM,782,457
18-24,29B,OTH,49,19
18-24,29B,REP,303,174
18-24,29B,UNA,633,247
18-24,29C,DEM,619,385
18-24,29C,OTH,66,19
18-24,29C,REP,593,391
18-24,29C,UNA,739,325
18-24,30A,DEM,1508,968
18-24,30A,OTH,83,32
18-24,30A,REP,502,273
18-24,30A,UNA,992,430
18-24,30B,DEM,604,398
18-24,30B,OTH,54,19
18-24,30B,REP,454,277
18-24,30B,UNA,691,309
18-24,31,DEM,2019,1324
18-24,31,OTH,145,61
18-24,31,REP,1311,830
18-24,31,UNA,2095,935
18-24,32,DEM,2491,1574
18-24,32,OTH,136,61
18-24,32,REP,519,315
18-24,32,UNA,1673,747
18-24,33A,DEM,952,599
18-24,33A,OTH,48,19
18-24,33A,REP,221,122
18-24,33A,UNA,681,333
18-24,33B,DEM,827,512
18-24,33B,OTH,37,9
18-24,33B,REP,476,273
18-24,33B,UNA,825,387
18-24,33C,DEM,948,591
18-24,33C,OTH,42,15
18-24,33C,REP,413,245
18-24,33C,UNA,808,374
18-24,34A,DEM,1755,1050
18-24,34A,OTH,118,29
18-24,34A,REP,478,266
18-24,34A,UNA,1273,533
18-24,34B,DEM,696,453
18-24,34B,OTH,45,21
18-24,34B,REP,478,284
18-24,34B,UNA,712,330
18-24,35A,DEM,1075,722
18-24,35A,OTH,75,31
18-24,35A,REP,1465,929
18-24,35A,UNA,1496,693
18-24,35B,DEM,458,257
18-24,35B,OTH,48,18
18-24,35B,REP,768,481
18-24,35B,UNA,735,296
18-24,36,DEM,1152,652
18-24,36,OTH,115,45
18-24,36,REP,1296,793
18-24,36,UNA,1397,556
18-24,37A,DEM,787,356
18-24,37A,OTH,81,21
18-24,37A,REP,274,140
18-24,37A,UNA,595,194
18-24,37B,DEM,1072,629
18-24,37B,OTH,98,28
18-24,37B,REP,1138,692
18-24,37B,UNA,1207,490
18-24,38A,DEM,604,292
18-24,38A,OTH,44,18
18-24,38A,REP,520,309
18-24,38A,UNA,559,234
18-24,38B,DEM,781,475
18-24,38B,OTH,61,20
18-24,38B,REP,344,199
18-24,38B,UNA,650,273
18-24,38C,DEM,391,227
18-24,38C,OTH,38,13
18-24,38C,REP,567,323
18-24,38C,UNA,571,264
18-24,39,DEM,3116,1970
18-24,39,OTH,147,49
18-24,39,REP,290,155
18-24,39,UNA,1860,855
18-24,40,DEM,2529,1300
18-24,40,OTH,147,42
18-24,40,REP,133,46
18-24,40,UNA,911,321
18-24,41,DEM,3134,1747
18-24,41,OTH,116,43
18-24,41,REP,270,138
18-24,41,UNA,918,364
18-24,42A,DEM,724,462
18-24,42A,OTH,30,14
18-24,42A,REP,591,358
18-24,42A,UNA,668,287
18-24,42B,DEM,846,546
18-24,42B,OTH,27,9
18-24,42B,REP,231,127
18-24,42B,UNA,494,224
18-24,42C,DEM,504,332
18-24,42C,OTH,32,19
18-24,42C,REP,657,432
18-24,42C,UNA,587,286
18-24,43A,DEM,2280,1417
18-24,43A,OTH,77,35
18-24,43A,REP,73,26
18-24,43A,UNA,609,305
18-24,43B,DEM,1168,777
18-24,43B,OTH,27,12
18-24,43B,REP,129,64
18-24,43B,UNA,447,240
18-24,44A,DEM,690,405
18-24,44A,OTH,66,20
18-24,44A,REP,151,93
18-24,44A,UNA,462,189
18-24,44B,DEM,1981,1252
18-24,44B,OTH,106,38
18-24,44B,REP,218,143
18-24,44B,UNA,822,383
18-24,45,DEM,3122,1701
18-24,45,OTH,124,35
18-24,45,REP,145,61
18-24,45,UNA,966,370
18-24,46,DEM,1715,1036
18-24,46,OTH,95,26
18-24,46,REP,177,90
18-24,46,UNA,755,319
18-24,47A,DEM,1640,930
18-24,47A,OTH,90,25
18-24,47A,REP,93,42
18-24,47A,UNA,743,281
18-24,47B,DEM,689,394
18-24,47B,OTH,37,10
18-24,47B,REP,53,21
18-24,47B,UNA,299,123
18-24,36,DEM,259,133
18-24,36,OTH,38,13
18-24,36,REP,883,501
18-24,36,UNA,546,205
18-24,01A,DEM,155,91
18-24,01A,OTH,29,7
18-24,01A,REP,1074,581
18-24,01A,UNA,425,151
18-24,01B,DEM,260,120
18-24,01B,OTH,46,11
18-24,01B,REP,846,429
18-24,01B,UNA,551,172
18-24,01C,DEM,244,120
18-24,01C,OTH,45,14
18-24,01C,REP,964,537
18-24,01C,UNA,543,196
18-24,02A,DEM,673,337
18-24,02A,OTH,77,41
18-24,02A,REP,1632,896
18-24,02A,UNA,1341,465
18-24,02B,DEM,480,183
18-24,02B,OTH,54,15
18-24,02B,REP,380,166
18-24,02B,UNA,648,161
18-24,03,DEM,1900,973
18-24,03,OTH,164,54
18-24,03,REP,1098,549
18-24,03,UNA,2323,838
18-24,04,DEM,1396,765
18-24,04,OTH,143,54
18-24,04,REP,2554,1472
18-24,04,UNA,2635,1021
18-24,05,DEM,1012,585
18-24,05,OTH,144,68
18-24,05,REP,2854,1681
18-24,05,UNA,2149,859
18-24,06,DEM,1283,507
18-24,06,OTH,147,42
18-24,06,REP,1231,678
18-24,06,UNA,1808,536
18-24,07A,DEM,883,473
18-24,07A,OTH,84,28
18-24,07A,REP,1107,631
18-24,07A,UNA,1185,485
18-24,07B,DEM,331,178
18-24,07B,OTH,46,26
18-24,07B,REP,953,537
18-24,07B,UNA,709,310
18-24,08,DEM,2000,910
18-24,08,OTH,132,39
18-24,08,REP,817,435
18-24,08,UNA,1621,564
18-24,09A,DEM,1485,804
18-24,09A,OTH,98,41
18-24,09A,REP,1313,720
18-24,09A,UNA,2210,864
18-24,09B,DEM,814,457
18-24,09B,OTH,36,14
18-24,09B,REP,353,200
18-24,09B,UNA,865,340
18-24,10,DEM,2572,1318
18-24,10,OTH,116,28
18-24,10,REP,646,326
18-24,10,UNA,1589,619
18-24,11A,DEM,795,407
18-24,11A,OTH,29,8
18-24,11A,REP,201,88
18-24,11A,UNA,446,183
18-24,11B,DEM,1404,744
18-24,11B,OTH,51,15
18-24,11B,REP,984,512
18-24,11B,UNA,1114,411
18-24,12A,DEM,1582,874
18-24,12A,OTH,83,39
18-24,12A,REP,666,393
18-24,12A,UNA,1517,647
18-24,12B,DEM,523,219
18-24,12B,OTH,56,14
18-24,12B,REP,324,154
18-24,12B,UNA,635,189
18-24,13,DEM,2540,1374
18-24,13,OTH,139,52
18-24,13,REP,780,443
18-24,13,UNA,2318,935
18-24,14,DEM,2442,1298
18-24,14,OTH,142,54
18-24,14,REP,1035,561
18-24,14,UNA,2338,914
18-24,15,DEM,2639,1333
18-24,15,OTH,118,44
18-24,15,REP,1062,510
18-24,15,UNA,3033,1120
18-24,16,DEM,2761,1398
18-24,16,OTH,68,23
18-24,16,REP,876,412
18-24,16,UNA,2258,809
18-24,17,DEM,1997,1023
18-24,17,OTH,100,28
18-24,17,REP,593,278
18-24,17,UNA,1867,714
18-24,18,DEM,2419,1223
18-24,18,OTH,111,29
18-24,18,REP,679,349
18-24,18,UNA,1846,694
18-24,19,DEM,1933,1026
18-24,19,OTH,115,38
18-24,19,REP,690,372
18-24,19,UNA,1950,760
18-24,20,DEM,2278,1168
18-24,20,OTH,105,33
18-24,20,REP,358,185
18-24,20,UNA,1547,592
18-24,21,DEM,2168,1146
18-24,21,OTH,109,31
18-24,21,REP,644,330
18-24,21,UNA,1759,662
18-24,22,DEM,2350,1077
18-24,22,OTH,156,37
18-24,22,REP,373,144
18-24,22,UNA,1627,491
18-24,23,DEM,3596,1927
18-24,23,OTH,126,48
18-24,23,REP,441,199
18-24,23,UNA,1903,668
18-24,24,DEM,3180,1455
18-24,24,OTH,143,35
18-24,24,REP,261,119
18-24,24,UNA,1577,521
18-24,25,DEM,3152,1467
18-24,25,OTH,139,36
18-24,25,REP,235,105
18-24,25,UNA,1429,452
18-24,26,DEM,2631,1199
18-24,26,OTH,119,37
18-24,26,REP,230,75
18-24,26,UNA,1295,421
18-24,27A,DEM,1215,552
18-24,27A,OTH,32,11
18-24,27A,REP,175,89
18-24,27A,UNA,629,196
18-24,27B,DEM,760,388
18-24,27B,OTH,38,12
18-24,27B,REP,529,304
18-24,27B,UNA,780,288
18-24,27C,DEM,458,266
18-24,27C,OTH,50,26
18-24,27C,REP,1001,576
18-24,27C,UNA,751,299
18-24,28,DEM,3261,1653
18-24,28,OTH,127,50
18-24,28,REP,1054,564
18-24,28,UNA,2244,848
18-24,29A,DEM,313,157
18-24,29A,OTH,48,19
18-24,29A,REP,1060,655
18-24,29A,UNA,649,256
18-24,29B,DEM,576,274
18-24,29B,OTH,47,13
18-24,29B,REP,464,240
18-24,29B,UNA,630,219
18-24,29C,DEM,423,217
18-24,29C,OTH,51,23
18-24,29C,REP,811,468
18-24,29C,UNA,745,275
18-24,30A,DEM,870,446
18-24,30A,OTH,85,28
18-24,30A,REP,815,372
18-24,30A,UNA,1145,423
18-24,30B,DEM,359,198
18-24,30B,OTH,46,15
18-24,30B,REP,786,430
18-24,30B,UNA,747,273
18-24,31,DEM,1192,647
18-24,31,OTH,148,55
18-24,31,REP,2228,1229
18-24,31,UNA,2231,850
18-24,32,DEM,1930,942
18-24,32,OTH,159,48
18-24,32,REP,877,498
18-24,32,UNA,1948,723
18-24,33A,DEM,688,367
18-24,33A,OTH,52,16
18-24,33A,REP,382,200
18-24,33A,UNA,813,312
18-24,33B,DEM,550,280
18-24,33B,OTH,53,13
18-24,33B,REP,798,407
18-24,33B,UNA,924,369
18-24,33C,DEM,597,353
18-24,33C,OTH,54,28
18-24,33C,REP,760,392
18-24,33C,UNA,950,368
18-24,34A,DEM,1345,572
18-24,34A,OTH,135,28
18-24,34A,REP,766,383
18-24,34A,UNA,1491,491
18-24,34B,DEM,419,215
18-24,34B,OTH,47,23
18-24,34B,REP,772,441
18-24,34B,UNA,756,313
18-24,35A,DEM,629,377
18-24,35A,OTH,106,42
18-24,35A,REP,2173,1296
18-24,35A,UNA,1568,646
18-24,35B,DEM,247,107
18-24,35B,OTH,52,16
18-24,35B,REP,1092,636
18-24,35B,UNA,738,254
18-24,36,DEM,723,302
18-24,36,OTH,93,36
18-24,36,REP,1765,977
18-24,36,UNA,1411,449
18-24,37A,DEM,612,182
18-24,37A,OTH,58,7
18-24,37A,REP,366,160
18-24,37A,UNA,575,140
18-24,37B,DEM,632,271
18-24,37B,OTH,83,29
18-24,37B,REP,1644,904
18-24,37B,UNA,1225,399
18-24,38A,DEM,424,147
18-24,38A,OTH,56,9
18-24,38A,REP,759,377
18-24,38A,UNA,548,180
18-24,38B,DEM,510,223
18-24,38B,OTH,43,9
18-24,38B,REP,519,278
18-24,38B,UNA,601,189
18-24,38C,DEM,243,118
18-24,38C,OTH,48,21
18-24,38C,REP,904,465
18-24,38C,UNA,527,188
18-24,39,DEM,2378,1204
18-24,39,OTH,148,42
18-24,39,REP,659,350
18-24,39,UNA,2266,844
18-24,40,DEM,1788,631
18-24,40,OTH,104,20
18-24,40,REP,203,62
18-24,40,UNA,924,246
18-24,41,DEM,2352,1019
18-24,41,OTH,94,25
18-24,41,REP,398,158
18-24,41,UNA,959,290
18-24,42A,DEM,429,256
18-24,42A,OTH,38,13
18-24,42A,REP,918,482
18-24,42A,UNA,737,318
18-24,42B,DEM,557,285
18-24,42B,OTH,35,10
18-24,42B,REP,471,241
18-24,42B,UNA,572,225
18-24,42C,DEM,284,145
18-24,42C,OTH,42,18
18-24,42C,REP,975,600
18-24,42C,UNA,654,266
18-24,43A,DEM,1512,686
18-24,43A,OTH,62,12
18-24,43A,REP,140,59
18-24,43A,UNA,635,244
18-24,43B,DEM,710,385
18-24,43B,OTH,31,11
18-24,43B,REP,261,132
18-24,43B,UNA,561,223
18-24,44A,DEM,487,217
18-24,44A,OTH,48,10
18-24,44A,REP,260,141
18-24,44A,UNA,578,190
18-24,44B,DEM,1642,816
18-24,44B,OTH,81,20
18-24,44B,REP,411,200
18-24,44B,UNA,914,359
18-24,45,DEM,2369,890
18-24,45,OTH,102,10
18-24,45,REP,217,73
18-24,45,UNA,1075,310
18-24,46,DEM,1166,531
18-24,46,OTH,95,20
18-24,46,REP,281,122
18-24,46,UNA,761,253
18-24,47A,DEM,1375,580
18-24,47A,OTH,82,18
18-24,47A,REP,219,91
18-24,47A,UNA,871,229
18-24,47B,DEM,443,182
18-24,47B,OTH,43,12
18-24,47B,REP,93,38
18-24,47B,UNA,364,108
25-34,36,DEM,605,384
25-34,36,OTH,43,25
25-34,36,REP,874,657
25-34,36,UNA,629,349
25-34,01A,DEM,436,256
25-34,01A,OTH,39,15
25-34,01A,REP,1243,851
25-34,01A,UNA,505,207
25-34,01B,DEM,716,389
25-34,01B,OTH,84,25
25-34,01B,REP,885,581
25-34,01B,UNA,697,306
25-34,01C,DEM,561,330
25-34,01C,OTH,58,19
25-34,01C,REP,1008,671
25-34,01C,UNA,657,265
25-34,02A,DEM,1471,900
25-34,02A,OTH,120,51
25-34,02A,REP,1718,1180
25-34,02A,UNA,1425,679
25-34,02B,DEM,1288,655
25-34,02B,OTH,93,28
25-34,02B,REP,483,258
25-34,02B,UNA,932,330
25-34,03,DEM,5244,3532
25-34,03,OTH,183,85
25-34,03,REP,1477,936
25-34,03,UNA,2620,1376
25-34,04,DEM,2701,1818
25-34,04,OTH,131,64
25-34,04,REP,2287,1586
25-34,04,UNA,2044,1147
25-34,05,DEM,2299,1550
25-34,05,OTH,160,88
25-34,05,REP,2829,2048
25-34,05,UNA,2305,1236
25-34,06,DEM,3582,1916
25-34,06,OTH,255,84
25-34,06,REP,1458,964
25-34,06,UNA,2152,908
25-34,07A,DEM,2235,1501
25-34,07A,OTH,109,48
25-34,07A,REP,1231,868
25-34,07A,UNA,1257,634
25-34,07B,DEM,829,575
25-34,07B,OTH,65,33
25-34,07B,REP,911,661
25-34,07B,UNA,702,389
25-34,08,DEM,5554,3551
25-34,08,OTH,198,77
25-34,08,REP,1069,696
25-34,08,UNA,2151,1059
25-34,09A,DEM,2256,1448
25-34,09A,OTH,72,37
25-34,09A,REP,871,536
25-34,09A,UNA,1021,541
25-34,09B,DEM,1126,703
25-34,09B,OTH,33,19
25-34,09B,REP,213,127
25-34,09B,UNA,459,238
25-34,10,DEM,5593,3662
25-34,10,OTH,161,75
25-34,10,REP,624,383
25-34,10,UNA,1575,783
25-34,11A,DEM,2041,1349
25-34,11A,OTH,70,35
25-34,11A,REP,240,140
25-34,11A,UNA,574,294
25-34,11B,DEM,2677,1777
25-34,11B,OTH,78,34
25-34,11B,REP,828,539
25-34,11B,UNA,913,450
25-34,12A,DEM,3734,2655
25-34,12A,OTH,103,45
25-34,12A,REP,657,423
25-34,12A,UNA,1479,828
25-34,12B,DEM,1440,873
25-34,12B,OTH,68,25
25-34,12B,REP,429,272
25-34,12B,UNA,846,372
25-34,13,DEM,5292,3686
25-34,13,OTH,172,78
25-34,13,REP,817,525
25-34,13,UNA,1968,1093
25-34,14,DEM,4391,2928
25-34,14,OTH,137,71
25-34,14,REP,787,486
25-34,14,UNA,1586,871
25-34,15,DEM,4614,3013
25-34,15,OTH,118,56
25-34,15,REP,749,437
25-34,15,UNA,1827,956
25-34,16,DEM,4846,3049
25-34,16,OTH,78,32
25-34,16,REP,626,354
25-34,16,UNA,1426,771
25-34,17,DEM,4992,3390
25-34,17,OTH,140,69
25-34,17,REP,595,370
25-34,17,UNA,1847,1023
25-34,18,DEM,4607,3149
25-34,18,OTH,95,44
25-34,18,REP,505,331
25-34,18,UNA,1414,810
25-34,19,DEM,4036,2730
25-34,19,OTH,116,54
25-34,19,REP,599,382
25-34,19,UNA,1424,778
25-34,20,DEM,5489,3779
25-34,20,OTH,133,54
25-34,20,REP,312,190
25-34,20,UNA,1411,755
25-34,21,DEM,5422,3072
25-34,21,OTH,167,67
25-34,21,REP,723,338
25-34,21,UNA,2140,881
25-34,22,DEM,5526,3249
25-34,22,OTH,171,67
25-34,22,REP,338,188
25-34,22,UNA,1528,705
25-34,23,DEM,6632,4371
25-34,23,OTH,159,66
25-34,23,REP,465,253
25-34,23,UNA,1735,856
25-34,24,DEM,7032,4089
25-34,24,OTH,191,75
25-34,24,REP,269,127
25-34,24,UNA,1508,697
25-34,25,DEM,7587,4569
25-34,25,OTH,194,74
25-34,25,REP,250,101
25-34,25,UNA,1636,715
25-34,26,DEM,6528,3579
25-34,26,OTH,177,65
25-34,26,REP,286,128
25-34,26,UNA,1581,661
25-34,27A,DEM,2161,1337
25-34,27A,OTH,52,15
25-34,27A,REP,209,121
25-34,27A,UNA,610,286
25-34,27B,DEM,1573,1035
25-34,27B,OTH,72,28
25-34,27B,REP,502,344
25-34,27B,UNA,647,345
